COMB Title,NumberOfConsoles,GCN,XBX,PS2,Brand,License,Publisher,Developer,NPD Super Genre,NPD Sub Genre,Launch,Launch Year,Launch Month,ESRB,Online,Review,AvgReleaseYearPrice,PriorSaleBrand (M),TotalPriorSalesBrand (M),ConcurrentReleaseBrand,ConcurrentReleaseGenre,PriorReleaseBrand,PriorReleaseGenre,FirstYearUnits,FirstYearSales (M),FirstYearRatio,LTD ASP,LTD Units,LTD Dollars (M),Vivendi,Peer group,Violent genre
BLACK STONE: MAGIC,1,0,1,0,,,XICAT INTERACTIVE,IDEA FACTORY,ACTION,GENERAL ACTION,01-Mar-03,2003,3,T,NO,55.90000153,48.00,0.00,0.00,0,33,0,24,17072,0.81,87.03%,45.00,20638,0.93,No,No,Violent
BLADE 2,2,0,1,1,BLADE,OTHER,ACTIVISION,MUCKY FOOT,ACTION,GENERAL ACTION,01-Sep-02,2002,9,M,NO,55.39999962,48.50,0.00,0.00,0,55,0,17,174508,7.13,93.56%,37.50,199015,7.62,No,No,Violent
BLINX 2: MASTERS TIME,1,0,1,0,BLINX,,MICROSOFT ,ARTOON,ACTION,PLATFORM/SCROLLING CHARACTER,01-Nov-04,2004,11,E,NO,70.19999695,39.00,0.00,0.00,0,12,0,22,21683,0.85,46.30%,26.00,71061,1.84,No,No,Violent
BLINX: TIME SWEEPER,1,0,1,0,,,MICROSOFT ,ARTOON,ACTION,PLATFORM/SCROLLING CHARACTER,01-Oct-02,2002,10,E,NO,73,47.00,0.00,0.00,0,9,0,2,233497,7.57,85.78%,29.00,304048,8.83,No,No,Violent
BLOOD OMEN 2,3,1,1,1,LEGACY OF KAIN,,EIDOS INTERACTIVE ,CRYSTAL DYNAMICS,ADVENTURE,GENERAL ADVENTURE,01-Mar-02,2002,3,M,NO,70.83333333,43.33,8.72,8.72,0,20,1,9,260808,10.90,94.05%,33.33,301563,11.59,No,No,Non violent
BLOOD WAKE,1,0,1,0,,,MICROSOFT ,STORMFRONT STUDIOS,SHOOTER,MECHANIZED SHOOTER,01-Dec-01,2001,12,T,NO,70.19999695,50.00,0.00,0.00,0,0,0,0,259793,10.77,88.36%,36.00,335718,12.19,No,No,Violent
BLOOD WILL TELL,1,0,0,1,,,SEGA OF AMERICA,WOW ENTERTAINMENT,ACTION,GENERAL ACTION,01-Sep-04,2004,9,M,NO,69.90000153,40.00,0.00,0.00,0,40,0,82,5804,0.23,55.67%,29.00,14400,0.41,No,No,Violent
BLOODRAYNE,3,1,1,1,BLOODRAYNE,,MAJESCO,TERMINAL REALITY,ACTION,GENERAL ACTION,01-Oct-02,2002,10,M,NO,70.53333028,50.00,0.00,0.00,0,69,0,20,255990,9.70,85.66%,30.00,361538,11.32,No,No,Violent
BLOODRAYNE 2,2,0,1,1,BLOODRAYNE,,MAJESCO,TERMINAL REALITY,ACTION,GENERAL ACTION,01-Oct-04,2004,10,M,NO,72.34999847,48.50,8.18,8.18,0,61,2,140,91915,4.48,73.16%,42.50,143431,6.12,No,No,Violent
BLOODY ROAR 3,1,0,0,1,BLOODY ROAR,,ACTIVISION,EIGHTING COMPANY,FIGHTING,FIGHT/HEAD TO HEAD,01-Jun-01,2001,6,T,NO,69.80000305,51.00,0.00,0.00,0,2,0,4,73556,3.26,77.07%,36.00,118090,4.23,No,No,Violent
BLOODY ROAR 4,1,0,0,1,BLOODY ROAR,,KONAMI DIGITAL ENT.,HUDSON SOFT,FIGHTING,FIGHT/HEAD TO HEAD,01-Nov-03,2003,11,M,NO,59.79999924,41.00,3.26,3.26,0,8,1,17,32138,1.15,92.75%,35.00,35420,1.24,No,No,Violent
BLOODY ROAR EXTREME,1,0,1,0,BLOODY ROAR,,KONAMI DIGITAL ENT.,EIGHTING COMPANY,FIGHTING,FIGHT/HEAD TO HEAD,01-May-03,2003,5,T,NO,63.29999924,30.00,0.00,0.00,0,9,0,7,22126,0.66,92.77%,30.00,24008,0.72,No,No,Violent
BLOODY ROAR: PRIMAL,1,1,0,0,BLOODY ROAR,,ACTIVISION,EIGHTING COMPANY,FIGHTING,FIGHT/HEAD TO HEAD,01-Mar-02,2002,3,T,NO,75.59999847,49.00,0.00,0.00,0,5,0,1,103608,4.95,93.79%,43.00,122231,5.28,No,No,Violent
BLOWOUT,3,1,1,1,,,MAJESCO,KAOSKONTROL,ACTION,PLATFORM/SCROLLING CHARACTER,01-Nov-03,2003,3,T,NO,56.83333333,14.00,0.00,0.00,0,41,0,72,93662,0.93,88.16%,11.67,107415,1.05,No,No,Violent
BMX XXX,3,1,1,1,,BMX,ACCLAIM  ,Z-AXIS,SPORTS,EXTREME SPORTS,01-Nov-02,2002,11,M,NO,57.29999924,50.67,0.00,0.00,0,37,0,24,127198,4.49,91.73%,29.33,159194,4.90,No,No,Non violent
BOMBASTIC,1,0,0,1,,,CAPCOM USA,CAPCOM,FAMILY ,PUZZLE GAMES,01-Aug-03,2003,8,E,NO,75.30000305,31.00,0.00,0.00,0,1,0,6,12310,0.27,76.51%,19.00,18302,0.35,No,No,Non violent
BOMBERMAN GENERATION,1,1,0,0,BOMBERMAN,,MAJESCO,HUDSON SOFT,ACTION,PLATFORM/SCROLLING CHARACTER,01-Jun-02,2002,6,E,NO,77.40000153,49.00,0.00,0.00,0,16,0,0,102477,4.85,87.43%,43.00,128659,5.54,No,No,Violent
BOMBERMAN JETTERS,1,1,0,0,BOMBERMAN,,MAJESCO,HUDSON SOFT,ACTION,PLATFORM/SCROLLING CHARACTER,01-Mar-04,2004,3,E,NO,66.80000305,20.00,4.85,4.85,0,16,1,35,35101,0.69,93.01%,19.00,38576,0.74,No,No,Violent
BOND 007 EVERYTHING OR NOTHING,3,1,1,1,BOND,JAMES BOND/J.BOND JR.,ELECTRONIC ARTS,ELECTRONIC ARTS,ACTION,GENERAL ACTION,01-Feb-04,2004,2,T,NO,84.5,40.00,70.07,145.54,3,76,6,179,991659,39.51,91.22%,36.33,1186823,43.32,No,Yes,Violent
BOND 007: NIGHTFIRE,3,1,1,1,BOND,JAMES BOND/J.BOND JR.,ELECTRONIC ARTS,EUROCOM DEVELOPMENTS,SHOOTER,1ST PERSON SHOOTER,01-Nov-02,2002,11,T,NO,80.5,49.00,47.75,47.75,2,21,1,11,1545067,69.39,86.35%,37.67,2091183,80.36,No,Yes,Violent
BOND: AGENT UNDER FIRE,3,1,1,1,BOND,JAMES BOND/J.BOND JR.,ELECTRONIC ARTS,ELECTRONIC ARTS,SHOOTER,1ST PERSON SHOOTER,01-Nov-01,2001,3,T,NO,73.03333282,47.67,0.00,0.00,2,19,0,4,1651154,76.15,82.51%,37.00,2453726,92.29,No,Yes,Violent
BREAKDOWN,1,0,1,0,,,NAMCO,NAMCO,ACTION,GENERAL ACTION,01-Mar-04,2004,3,M,NO,73.09999847,31.00,0.00,0.00,0,21,0,58,51742,1.59,90.50%,28.00,62352,1.76,No,No,Violent
BREATH OF FIRE:DRAGON,1,0,0,1,BREATH OF FIRE,,CAPCOM USA,CAPCOM,RPG,RPG,01-Feb-03,2003,2,T,NO,76.69999695,39.00,0.00,0.00,0,15,0,28,59907,2.28,90.48%,34.00,75041,2.52,No,No,Non violent
BRITNEY'S DANCE BEAT,1,0,0,1,,BRITNEY SPEARS,THQ ,METRO,FAMILY ,MUSIC/DANCE GAMES,01-May-02,2002,5,E,NO,61,36.00,0.00,0.00,0,4,0,3,80981,2.82,91.09%,32.00,96182,3.09,No,Yes,Non violent
BROKEN SWORD: THE SLEEPING DRAGO,1,0,1,0,BROKEN SWORD,,DREAMCATCHER INTERACTIVE,REVOLUTION SOFTWARE,ADVENTURE,GENERAL ADVENTURE,01-Dec-03,2003,12,T,NO,79.30000305,38.00,0.00,0.00,0,5,0,9,8893,0.26,93.17%,27.00,10280,0.28,No,No,Non violent
BRUCE LEE: DRAGON,1,0,1,0,BRUCE LEE,OTHER,VIVENDI UNIVERSAL ,RONIN ENTERTAINMENT,ACTION,GENERAL ACTION,01-Jun-02,2002,6,T,NO,36.79999924,43.00,0.00,0.00,0,21,0,2,148550,5.82,90.22%,34.00,189514,6.45,Vivendi,Yes,Violent
BRUTE FORCE,1,0,1,0,,,MICROSOFT ,DIGITAL ANVIL,SHOOTER,SQUAD BASED COMBAT,01-May-03,2003,5,M,NO,78.09999847,44.00,0.00,0.00,0,7,0,2,401047,16.10,92.72%,36.00,480412,17.36,No,No,Violent
BUFFY VAMPIRE SLAYER,1,0,1,0,BUFFY THE VAMPIRE SLAYER,OTHER,ELECTRONIC ARTS,THE COLLECTIVE,ACTION,GENERAL ACTION,01-Aug-02,2002,8,T,NO,80.30000305,40.00,0.00,0.00,0,21,0,2,113548,4.20,90.10%,35.00,133651,4.67,No,Yes,Violent
BUFFY: CHAOS BLEEDS,3,1,1,1,BUFFY THE VAMPIRE SLAYER,OTHER,VIVENDI UNIVERSAL ,EUROCOM DEVELOPMENTS,ACTION,GENERAL ACTION,01-Aug-03,2003,8,T,NO,74.40000153,39.67,11.10,4.20,0,84,1,92,130425,4.50,90.02%,34.67,154714,5.00,Vivendi,Yes,Violent
BUJINGAI: FORSAKEN,1,0,0,1,,,BAM! ,RED ENTERTAINMENT,ACTION,GENERAL ACTION,01-Jul-04,2004,7,T,NO,74,39.00,0.00,0.00,0,40,0,82,24490,0.95,82.84%,37.00,31131,1.14,No,No,Violent
BURNOUT,3,1,1,1,BURNOUT,,ACCLAIM  ,CRITERION STUDIOS,RACING,ACTION ORIENTED RACING,01-Oct-01,2001,4,E,NO,78.66666667,49.33,0.00,0.00,0,36,0,12,329136,14.00,75.99%,33.00,564216,18.42,No,No,Non violent
BURNOUT 2: IMPACT,3,1,1,1,BURNOUT,,ACCLAIM  ,CRITERION STUDIOS,RACING,ACTION ORIENTED RACING,01-Sep-02,2002,4,E,NO,88.19999949,41.00,16.13,14.00,0,52,3,51,361100,14.23,72.25%,32.00,580412,19.70,No,No,Non violent
BURNOUT 3: TAKEDOWN,2,0,1,1,BURNOUT,,ELECTRONIC ARTS,CRITERION STUDIOS,RACING,ACTION ORIENTED RACING,01-Sep-04,2004,9,T,YES,93.40000153,49.00,12.19,22.94,0,24,4,98,559531,27.16,67.41%,39.50,1028777,40.29,No,Yes,Non violent
BUST A MOVE 3000,1,1,0,0,BUST A MOVE,,UBISOFT,TAITO,FAMILY ,PUZZLE GAMES,01-Feb-03,2003,2,E,NO,60.70000076,40.00,0.00,0.00,0,0,0,5,5463,0.21,88.04%,38.00,6469,0.24,No,Yes,Non violent
BUTT UGLY MARTNS:ZOOM,1,0,0,1,BUTT UGLY MARTIANS,BUTT UGLY MARTIANS,CRAVE ,RUNECRAFT,RACING,COMBAT ORIENTED RACING,01-Aug-03,2003,8,E,NO,37,20.00,0.00,0.00,0,7,0,9,6102,0.09,80.94%,13.00,8151,0.11,No,No,Non violent
C.A.R.T. FURY,1,0,0,1,,,MIDWAY,GRATUITUS GAMES,RACING,SPORTS ORIENTED RACING,01-May-01,2001,5,E,NO,61.79999924,45.00,0.00,0.00,0,7,0,3,50566,2.10,80.02%,35.00,75411,2.62,No,No,Non violent
CABELA'S BIG GAME HUNT,1,0,0,1,CABELA'S,,ACTIVISION,SAND GRAIN STUDIOS,SPORTS,HUNTING,01-Nov-02,2002,11,T,NO,60.70000076,31.00,0.00,0.00,0,0,0,0,363886,10.48,78.11%,24.00,556160,13.41,No,No,Non violent
CABELA'S BIG GAME HUNTER 2005 AD,3,1,1,1,CABELA'S,,ACTIVISION,SAND GRAIN STUDIOS,SPORTS,HUNTING,01-Nov-04,2004,11,T,NO,61.53333282,29.67,13.70,34.49,2,2,5,6,178596,5.25,57.20%,28.00,331372,9.17,No,No,Non violent
CABELA'S DANGEROUS HUNTS,2,0,1,1,CABELA'S,,ACTIVISION,SAND GRAIN STUDIOS,SPORTS,HUNTING,01-Nov-03,2003,11,T,NO,51,30.50,10.48,10.48,2,3,1,1,506532,13.70,83.68%,26.00,633914,16.37,No,No,Non violent
CABELA'S DEER HUNT 2004,2,0,1,1,CABELA'S,,ACTIVISION,FUN LABS,SPORTS,HUNTING,01-Aug-03,2003,8,T,NO,66.49999809,30.50,10.48,10.48,2,3,1,1,355259,10.32,90.80%,28.00,399311,11.36,No,No,Non violent
CABELA'S DEER HUNT 2005 SEASON,2,0,1,1,CABELA'S,,ACTIVISION,FUN LABS,SPORTS,HUNTING,01-Aug-04,2004,8,T,NO,61.60000038,29.50,13.70,34.49,2,2,5,6,140675,4.09,76.36%,27.50,193947,5.35,No,No,Non violent
CALL OF DUTY: FINEST HOUR,3,1,1,1,CALL OF DUTY,,ACTIVISION,SPARK UNLIMITED,SHOOTER,1ST PERSON SHOOTER,01-Nov-04,2004,11,T,NO,75.26666768,45.00,0.00,0.00,0,18,0,58,1252561,55.50,80.46%,44.00,1579040,68.98,No,No,Violent
CAPCOM FIGHTING EVO,1,0,0,1,,,CAPCOM USA,CAPCOM,FIGHTING,FIGHT/HEAD TO HEAD,01-Nov-04,2004,11,T,NO,59.40000153,30.00,0.00,0.00,0,17,0,26,33233,0.99,57.10%,29.00,59405,1.73,No,No,Violent
CAPCOM VS SNK 2: EO,2,1,1,0,CAPCOM VS SNK/SNK VS CAPCOM,,CAPCOM USA,CAPCOM,FIGHTING,FIGHT/HEAD TO HEAD,01-Sep-02,2002,2,T,NO,76.25,39.00,0.00,0.00,0,14,0,8,116509,4.19,92.01%,34.50,132478,4.56,No,No,Violent
CAPCOM VS SNK2:MLLNM,1,0,0,1,CAPCOM VS SNK/SNK VS CAPCOM,,CAPCOM USA,CAPCOM,FIGHTING,FIGHT/HEAD TO HEAD,01-Nov-01,2001,11,T,NO,82.30000305,43.00,0.00,0.00,0,2,0,4,163321,6.76,92.66%,40.00,180269,7.30,No,No,Violent
CARMEN SANDIEGO: THE SECRET OF T,3,1,1,1,CARMEN SANDIEGO,CARMEN SANDIEGO,BAM! ,ARTIFICIAL MIND AND MOVEMENT,ACTION,STEALTH ACTION,01-Sep-04,2004,9,E,NO,54.4666659,17.67,0.00,0.00,0,18,0,16,14756,0.26,55.86%,15.67,29854,0.47,No,No,Violent
CARVE,1,0,1,0,,,TAKE 2 INTERACTIVE ,ARGONAUT SOFTWARE,RACING,ACTION ORIENTED RACING,01-Feb-04,2004,2,E,YES,65.09999847,14.00,0.00,0.00,0,14,0,36,25246,0.37,89.79%,14.00,29716,0.41,No,No,Non violent
CASPER: SPIRIT,2,1,0,1,CASPER,CASPER,TAKE 2 INTERACTIVE ,LUCKY CHICKEN GAMES,ACTION,PLATFORM/SCROLLING CHARACTER,01-Sep-01,2001,9,E,NO,56.79999924,37.00,0.00,0.00,0,24,0,1,50198,1.77,81.69%,27.00,69543,2.17,No,No,Violent
CASTLE SHIKIGAMI 2,1,0,0,1,MOBILE LIGHT FORCE,,XS GAMES,ALFA SYSTEMS,SHOOTER,OTHER SHOOTER,01-Nov-04,2004,11,E,NO,64,10.00,0.29,0.29,0,5,1,15,2171,0.02,41.87%,10.00,5298,0.05,No,No,Violent
CASTLEVANIA: LAMENT,1,0,0,1,CASTLEVANIA,,KONAMI DIGITAL ENT.,KONAMI,ACTION,GENERAL ACTION,01-Oct-03,2003,10,M,NO,79.69999695,49.00,0.00,0.00,0,31,0,50,322866,13.23,94.05%,39.00,361123,14.07,No,No,Violent
CATWOMAN,3,1,1,1,,OTHER,ELECTRONIC ARTS,ELECTRONIC ARTS,ACTION,GENERAL ACTION,01-Jul-04,2004,7,T,NO,49.56666692,25.33,0.00,0.00,0,76,0,179,89582,2.29,82.09%,23.33,119481,2.79,No,Yes,Violent
CEL DAMAGE,2,1,1,0,,,ELECTRONIC ARTS,PSEUDO INTERACTIVE,RACING,COMBAT ORIENTED RACING,01-Oct-01,2001,1,T,NO,65.30000305,43.00,0.00,0.00,0,8,0,0,97615,3.81,92.19%,36.00,113555,4.13,No,Yes,Non violent
CELEBRITY DEATH MATCH,2,0,1,1,,CELEBRITY DEATH MATCH,TAKE 2 INTERACTIVE ,BIG APE PRODUCTIONS,FIGHTING,WRESTLING,01-Oct-03,2003,10,M,NO,38.35000038,20.00,0.00,0.00,0,5,0,7,334801,5.95,87.96%,17.00,403079,6.77,No,No,Violent
CHAMPS NORRATH:REALMS,1,0,0,1,EVERQUEST,,SONY ,SNOWBLIND STUDIOS,RPG,RPG,01-Feb-04,2004,2,T,YES,85.19999695,38.00,29.84,5.30,0,20,2,44,317816,12.13,84.85%,33.00,431972,14.29,No,Yes,Non violent
CHAOS LEGION,1,0,0,1,,,CAPCOM USA,CAPCOM,RPG,RPG,01-Aug-03,2003,8,T,NO,66.59999847,48.00,0.00,0.00,0,15,0,28,99248,4.34,92.23%,40.00,117330,4.71,No,No,Non violent
CHARLIES ANGELS,1,1,0,0,,CHARLIE'S ANGELS,UBISOFT,NEKO ENTERTAINMENT,ACTION,GENERAL ACTION,01-Jul-03,2003,7,T,NO,23.60000038,30.00,0.00,0.00,0,20,0,18,8694,0.24,83.68%,26.00,11159,0.29,No,Yes,Violent
CHASE: STUNT DRIVER,1,0,1,0,,,BAM! ,I-IMAGINE,RACING,ACTION ORIENTED RACING,01-Sep-02,2002,9,T,NO,66.80000305,36.00,0.00,0.00,0,10,0,4,42736,1.08,74.70%,21.00,70147,1.44,No,No,Non violent
CHESSMASTER,2,0,1,1,CHESSMASTER,,UBISOFT,UBISOFT ENTERTAINMENT,FAMILY ,TRADITIONAL BOARD GAMES,01-May-03,2003,5,E,YES,77.45000076,20.50,0.00,0.00,0,2,0,2,141996,2.93,67.85%,20.00,217233,4.31,No,Yes,Non violent
CHORO Q,1,0,0,1,,,ATLUS,TAKARA,RACING,ACTION ORIENTED RACING,01-Nov-04,2004,11,E,NO,58.29999924,14.00,0.00,0.00,0,10,0,62,1851,0.03,47.07%,13.00,4009,0.05,No,No,Non violent
CHRONICLES OF RIDDICK: ESCAPE FR,1,0,1,0,,OTHER,VIVENDI UNIVERSAL ,STARBREEZE STUDIOS,SHOOTER,1ST PERSON SHOOTER,01-Jun-04,2004,6,M,YES,88.40000153,44.00,0.00,0.00,0,11,0,19,211690,9.21,93.93%,42.00,232845,9.81,Vivendi,Yes,Violent
CIRCUS MAXIMUS,1,0,1,0,,,ENCORE,KODIAK INT. SOFTWARE,RACING,COMBAT ORIENTED RACING,01-Feb-02,2002,2,T,NO,63.90000153,42.00,0.00,0.00,0,4,0,3,32536,1.33,91.07%,35.00,41964,1.46,No,No,Non violent
CITY CRISIS,1,0,0,1,,,TAKE 2 INTERACTIVE ,SYSCOM ENTERTAINMENT,RACING,ACTION ORIENTED RACING,01-Jul-01,2001,7,E,NO,61.90000153,46.00,0.00,0.00,0,23,0,4,32073,1.26,78.85%,32.00,50459,1.60,No,No,Non violent
CITY RACER,1,1,0,0,,OTHER,UBISOFT,UBISOFT ENTERTAINMENT,RACING,ACTION ORIENTED RACING,01-Apr-03,2003,4,E,NO,54.29999924,40.00,0.00,0.00,0,17,0,8,3738,0.15,81.87%,40.00,4571,0.18,No,Yes,Non violent
CLANCY COMPANION DISC,1,0,1,0,TOM CLANCY,TOM CLANCY,UBISOFT,,SHOOTER,SQUAD BASED COMBAT,01-Nov-03,2003,11,M,NO,,4.00,55.96,89.60,2,7,2,2,64718,0.26,87.63%,4.00,75885,0.30,No,Yes,Violent
"CLASSIC MONSTERS, INC",1,0,0,1,MONSTERS INC.,"MONSTERS, INC.",BUENA VISTA GAMES ,ARTIFICIAL MIND AND MOVEMENT,ACTION,PLATFORM/SCROLLING CHARACTER,01-Oct-04,2004,10,E,NO,,18.00,4.49,4.49,0,25,1,42,34288,0.63,68.00%,19.00,49852,0.93,No,No,Violent
CLASSIC STITCH:EXPMNT,1,0,0,1,,LILO AND STITCH,BUENA VISTA GAMES ,HIGH VOLTAGE SOFTWARE,ACTION,PLATFORM/SCROLLING CHARACTER,01-Oct-04,2004,10,E,NO,,20.00,0.00,0.00,0,25,0,42,18215,0.36,71.85%,19.00,25774,0.50,No,No,Violent
CLOCK TOWER 3,1,0,0,1,CLOCK TOWER,,CAPCOM USA,CAPCOM,ADVENTURE,SURVIVAL HORROR,01-Mar-03,2003,3,M,NO,69.69999695,34.00,0.00,0.00,0,5,0,9,58361,1.89,88.52%,28.00,76539,2.14,No,No,Non violent
COLIN MCRAE RALLY 04,1,0,1,0,COLIN MCRAE RALLY,PRO RACING ALL OTHER,CODEMASTERS,CODEMASTERS,RACING,ACTION ORIENTED RACING,01-Mar-04,2004,3,E,YES,85.90000153,21.00,0.88,0.88,1,14,1,36,58201,1.23,96.22%,21.00,60898,1.28,No,No,Non violent
COLIN MCRAE RALLY 2005,1,0,1,0,COLIN MCRAE RALLY,PRO RACING ALL OTHER,CODEMASTERS,CODEMASTERS,RACING,ACTION ORIENTED RACING,01-Sep-04,2004,9,E,YES,83.5,30.00,0.88,0.88,1,14,1,36,14945,0.45,67.45%,28.00,23550,0.66,No,No,Non violent
COLIN MCRAE RALLY 3,2,0,1,1,COLIN MCRAE RALLY,PRO RACING ALL OTHER,CODEMASTERS,CODEMASTERS,RACING,ACTION ORIENTED RACING,01-Feb-03,2003,2,E,NO,85.5,48.50,0.00,0.00,0,37,0,59,38730,1.83,93.25%,44.50,44345,1.97,No,No,Non violent
COMMANDOS 2: MEN OF COURAGE,2,0,1,1,COMMANDOS,,EIDOS INTERACTIVE ,PYRO STUDIOS,STRATEGY,REAL-TIME STRATEGY,01-Aug-02,2002,8,T,NO,72.04999924,45.00,0.00,0.00,0,2,0,1,93676,3.62,90.95%,35.50,111662,3.98,No,No,Non violent
CONFLICT ZONE,1,0,0,1,,,UBISOFT,MASA GROUP,STRATEGY,REAL-TIME STRATEGY,01-Oct-02,2002,10,T,NO,57.20000076,21.00,0.00,0.00,0,2,0,1,70716,1.43,85.84%,20.00,83727,1.67,No,Yes,Non violent
CONFLICT: DESERT STORM,3,1,1,1,CONFLICT: DESERT STORM,,TAKE 2 INTERACTIVE ,PIVOTAL GAMES,SHOOTER,SQUAD BASED COMBAT,01-Sep-02,2002,4,T,NO,72.5,42.67,0.00,0.00,0,6,0,1,728612,29.58,79.90%,29.67,1139554,37.02,No,No,Violent
CONFLICT: DESERT STORM 2,3,1,1,1,CONFLICT: DESERT STORM,,TAKE 2 INTERACTIVE ,PIVOTAL GAMES,ACTION,GENERAL ACTION,01-Oct-03,2003,1,T,NO,73.63333384,48.33,29.58,29.58,0,25,3,45,430324,20.09,92.71%,46.33,475059,21.67,No,No,Violent
CONFLICT: VIETNAM,2,0,1,1,,,TAKE 2 INTERACTIVE ,PIVOTAL GAMES,SHOOTER,SQUAD BASED COMBAT,01-Oct-04,2004,10,M,NO,65.70000076,37.50,0.00,0.00,0,8,0,18,220709,8.28,76.96%,37.00,292053,10.76,No,No,Violent
CONTRA:SHATTERED SLDR,1,0,0,1,CONTRA,,KONAMI DIGITAL ENT.,KONAMI,ACTION,PLATFORM/SCROLLING CHARACTER,01-Oct-02,2002,10,T,NO,76.19999695,49.00,0.00,0.00,0,14,0,10,215568,10.17,95.33%,46.00,230240,10.67,No,No,Violent
COOL BOARDERS 2001,1,0,0,1,COOL BOARDERS,,SONY ,IDOL MINDS,SPORTS,EXTREME SPORTS,01-May-01,2001,5,E,NO,75.40000153,49.00,0.00,0.00,0,10,0,3,98492,4.45,85.26%,40.00,131511,5.22,No,Yes,Non violent
CORVETTE,2,0,1,1,,CHEVROLET,TAKE 2 INTERACTIVE ,STEEL MONKEYS,RACING,ACTION ORIENTED RACING,01-Dec-03,2003,3,E,NO,52.89999962,15.00,0.00,0.00,0,30,0,77,425286,4.73,79.33%,12.00,551873,5.96,No,No,Non violent
COUNTER STRIKE,1,0,1,0,,,MICROSOFT ,VALVE SOFTWARE,SHOOTER,SQUAD BASED COMBAT,01-Nov-03,2003,11,M,YES,73.19999695,49.00,0.00,0.00,0,7,0,2,442362,16.94,87.74%,35.00,555558,19.31,No,No,Violent
CRASH BANDICOOT: CORTEX,3,1,1,1,CRASH BANDICOOT,CRASH BANDICOOT,VIVENDI UNIVERSAL ,EUROCOM DEVELOPMENTS,ACTION,PLATFORM/SCROLLING CHARACTER,01-Oct-01,2001,4,E,NO,67,43.67,0.00,0.00,0,33,0,3,1078334,36.86,59.68%,24.00,2405324,61.75,Vivendi,Yes,Violent
CRASH 'N' BURN,2,0,1,1,,,EIDOS INTERACTIVE ,CLIMAX GROUP,RACING,COMBAT ORIENTED RACING,01-Nov-04,2004,11,T,YES,64.20000076,16.50,0.00,0.00,0,3,0,32,77734,1.28,59.44%,17.00,125269,2.15,No,No,Non violent
CRASH NITRO KART,3,1,1,1,CRASH BANDICOOT,CRASH BANDICOOT,VIVENDI UNIVERSAL ,VICARIOUS VISIONS,RACING,ACTION ORIENTED RACING,01-Nov-03,2003,11,E,NO,65.1666654,47.00,36.86,36.86,0,54,3,67,641801,23.01,86.12%,31.33,828141,26.72,Vivendi,Yes,Non violent
CRASH: TWINSANITY,2,0,1,1,CRASH BANDICOOT,CRASH BANDICOOT,VIVENDI UNIVERSAL ,TRAVELLER'S TALES,ACTION,PLATFORM/SCROLLING CHARACTER,01-Sep-04,2004,9,E,NO,66.29999924,46.50,19.20,51.94,0,37,4,64,207609,9.57,75.95%,41.50,303397,12.59,Vivendi,Yes,Violent
CRAZY TAXI,2,1,0,1,CRAZY TAXI,,ACCLAIM  ,ACCLAIM STUDIOS,RACING,ACTION ORIENTED RACING,01-May-01,2001,5,T,NO,74.65000153,48.50,0.00,0.00,0,26,0,4,485884,19.27,59.75%,27.50,1200402,32.25,No,No,Non violent
CRAZY TAXI 3,1,0,1,0,CRAZY TAXI,,SEGA OF AMERICA,HITMAKER,RACING,ACTION ORIENTED RACING,01-Jul-02,2002,7,T,NO,69.80000305,41.00,0.00,0.00,0,10,0,4,87076,3.27,87.69%,35.00,107081,3.73,No,No,Non violent
CRIMSON SEA,1,0,1,0,CRIMSON SEA,,KOEI,KOEI,ACTION,GENERAL ACTION,01-Dec-02,2002,12,T,NO,77.59999847,50.00,0.00,0.00,0,21,0,2,25303,1.21,93.16%,43.00,29948,1.30,No,No,Violent
CRIMSON SEA 2,1,0,0,1,CRIMSON SEA,,KOEI,KOEI,ACTION,GENERAL ACTION,01-Mar-04,2004,3,T,NO,74.80000305,49.00,0.00,0.00,0,40,0,82,20965,1.02,90.43%,46.00,24680,1.13,No,No,Violent
CRIMSON SKIES: HIGH,1,0,1,0,CRIMSON SKIES,,MICROSOFT ,ZIPPER INTERACTIVE,FLIGHT,AIR COMBAT SIMULATIONS,01-Oct-03,2003,10,T,YES,89.80000305,49.00,0.00,0.00,0,1,0,2,382502,15.33,87.43%,37.00,470534,17.53,No,No,Non violent
CRIMSON TEARS,1,0,0,1,,,CAPCOM USA,DREAMFACTORY,ACTION,GENERAL ACTION,01-Jul-04,2004,7,T,NO,63.29999924,39.00,0.00,0.00,0,40,0,82,7036,0.28,80.80%,33.00,10286,0.34,No,No,Violent
CROUCHING TIGER,2,0,1,1,,OTHER,UBISOFT,GENKI,ACTION,GENERAL ACTION,01-Oct-03,2003,10,T,NO,49.35000038,30.00,0.00,0.00,0,64,0,74,43773,1.18,88.16%,22.00,52968,1.34,No,Yes,Violent
CSI: CRIME SCENE,1,0,1,0,C.S.I.,CSI,UBISOFT,UBISOFT ENTERTAINMENT,ADVENTURE,GENERAL ADVENTURE,01-Dec-04,2004,12,M,NO,43.20000076,20.00,0.00,0.00,0,5,0,15,15858,0.31,26.18%,20.00,60093,1.20,No,Yes,Non violent
CUBIVORE,1,1,0,0,,,ATLUS,SARU BRUNEI MARIGUL MANAGEMENT,STRATEGY,LIFE SIMULATIONS,01-Nov-02,2002,11,E,NO,72,44.00,0.00,0.00,0,1,0,0,9466,0.40,90.95%,40.00,10784,0.44,No,No,Non violent
